"";"Estaciones";"num_lances";"geometry"
"1";"105";233;list(c(-6.79266703898162, -6.79287780427267, -6.79297259972924, -6.79367778542275, -6.7938620211526, -6.79420825132933, -6.79494518630472, -6.79506128318084, -6.79544774341772, -6.79564847938981, -6.79571452738017, -6.81354040768162, -6.81270412955687, -6.7919085635089, -6.79266703898162, 37.1142683574193, 37.1143198227995, 37.1143466216648, 37.1145943608527, 37.1146725751445, 37.114806712831, 37.1151547764083, 37.1152204736345, 37.1154617878043, 37.11559977895, 37.1156398640826, 37.115067000519, 
37.0984096354673, 37.0990774175656, 37.1142683574193))
"2";"108";228;list(c(-6.77136206973684, -6.77326870672982, -6.77353747661174, -6.77370686751263, -6.77459949802822, -6.77485618593175, -6.77541545768607, -6.77566154792407, -6.7763909872946, -6.77647660213035, -6.77717719723794, -6.77751218352656, -6.77777517111685, -6.77826593735627, -6.77851792706655, -6.77914487037331, -6.77976547250701, -6.78014766824376, -6.78037527395568, -6.78046868886644, -6.78060497929233, -6.78098206180256, -6.78160514438544, -6.78165640947443, -6.78167509697073, -6.78241365815404, -6.78254885205556, 
-6.7831934032314, -6.7834199952799, -6.78362829728598, -6.78388948243422, -6.7840086960121, -6.78454731737899, -6.7848019433004, -6.78503433524808, -6.78527462991158, -6.78549902327352, -6.78571613504875, -6.78647489564495, -6.78670446307882, -6.78683565676503, -6.7871974903749, -6.78776136559311, -6.78866248389126, -6.78944662510105, -6.79014842363495, -6.79057203641185, -6.79062932176478, -6.7911202434781, -6.79127183854101, -6.79180905609626, -6.79194735345946, -6.79210975753136, -6.79214396972481, 
-6.79244587721411, -6.79266703898162, -6.7919085635089, -6.77111231380018, -6.77136206973684, 37.1047725503292, 37.1058033234438, 37.1058194306737, 37.1058436298717, 37.1060380404536, 37.1061141372072, 37.1063105359764, 37.1064111315983, 37.1067729039269, 37.1068236356309, 37.106988383724, 37.1070771407742, 37.1071548374613, 37.1073232074667, 37.1074222031577, 37.1077135295436, 37.1080502424686, 37.1082369130428, 37.1083390910154, 37.1083655996614, 37.1084059992951, 37.1085225942948, 37.1087541711165, 
37.1087766293591, 37.1087803120482, 37.1089737040448, 37.1090183021195, 37.1092739823634, 37.1093800777751, 37.1094829469131, 37.1096188216474, 37.1096765713312, 37.1099001764612, 37.1100132278891, 37.1101233231324, 37.110244366013, 37.1103643609007, 37.1104869919383, 37.1109392160083, 37.1109936535859, 37.1110302520394, 37.1111434870352, 37.1113396785323, 37.111742555151, 37.112279918074, 37.1128668958501, 37.1132692396746, 37.1133311994183, 37.1135430826985, 37.1136187794448, 37.113926592388, 37.1140169886871, 
37.1141276576301, 37.1141519563105, 37.1142143529035, 37.1142683574193, 37.0990774175656, 37.0997415627791, 37.1047725503292))
"3";"109";228;list(c(-6.77111231380018, -6.7919085635089, -6.79107750359125, -6.77028578530588, -6.77111231380018, 37.0997415627791, 37.0990774175656, 37.082419588511, 37.0830833349549, 37.0997415627791))
"4";"180";225;list(c(-6.51506097511767, -6.51576425721107, -6.51640344643637, -6.51791093196144, -6.51804705517016, -6.51918472313233, -6.51928360014239, -6.5204032712988, -6.52051914205937, -6.52166941590986, -6.52177942009493, -6.52290609798527, -6.52301628693835, -6.52363187693363, -6.52372277211818, -6.52432576412478, -6.52450939884111, -6.52487812805517, -6.53611419540483, -6.53534264339047, -6.51457918982299, -6.51506097511767, 36.9679276819287, 36.9683440313269, 36.9686967440838, 36.9694675080337, 36.9695395394791, 
36.9701623130863, 36.9702177995086, 36.97086177246, 36.9709303839386, 36.9716314548454, 36.9717003882229, 36.9724261584985, 36.9724991593574, 36.9729185424364, 36.972981935138, 36.9734124180067, 36.9735500414177, 36.9738400896625, 36.9735055533471, 36.9568425965173, 36.9574597227639, 36.9679276819287))
"5";"93";217;list(c(-6.8559845821013, -6.87678714415254, -6.87593656685118, -6.85513854127503, -6.8559845821013, 37.1303762112529, 37.1296967052817, 37.1130406202535, 37.1137197183995, 37.1303762112529))
"6";"97";215;list(c(-6.83433982031479, -6.85513854127503, -6.85429319583309, -6.83349900823453, -6.83433982031479, 37.1143951786144, 37.1137197183995, 37.0970631621171, 37.0977382168589, 37.1143951786144))
"7";"106";213;list(c(-6.7919085635089, -6.81270412955687, -6.81186853880263, -6.79107750359125, -6.7919085635089, 37.0990774175656, 37.0984096354673, 37.0817522073591, 37.082419588511, 37.0990774175656))
"8";"96";211;list(c(-6.83489476173433, -6.83578823317999, -6.83620667370418, -6.83665097602355, -6.8368510705741, -6.83711137009733, -6.8376971601893, -6.83803783205543, -6.83864635201898, -6.83877075135391, -6.83909308549876, -6.83927238728315, -6.83942318544657, -6.83981047678597, -6.84049226658361, -6.84101286590655, -6.84102506683708, -6.84134648701096, -6.84138943038402, -6.8559845821013, -6.85513854127503, -6.83433982031479, -6.83489476173433, 37.1253813482443, 37.1259557652637, 37.1261439084719, 37.1263680014559, 
37.1264805966977, 37.1266370271245, 37.1270125485829, 37.1272123309325, 37.127630491117, 37.1277302872774, 37.1280138363979, 37.1281869302197, 37.1283656171735, 37.1285977988043, 37.129205636776, 37.1299082929608, 37.1299291924214, 37.1306428003872, 37.1308507687244, 37.1303762112529, 37.1137197183995, 37.1143951786144, 37.1253813482443))
"9";"13";209;list(c(-7.3172641859213, -7.32208401522816, -7.32209418173172, -7.32216718667231, -7.3227390486928, -7.3234598562497, -7.32430263209016, -7.32523583652454, -7.32622454753195, -7.3272317671496, -7.32821980534209, -7.32915168967874, -7.32977296971465, -7.33006427609846, -7.33040447314282, -7.33051256878522, -7.33074322610324, -7.33098273577845, -7.33117762932036, -7.33122558310534, -7.33142147643957, -7.33147758681039, -7.3316742799183, -7.33171448466261, -7.33180129621397, -7.33190517037224, -7.33261509145193, 
-7.33287578738587, -7.33324152898688, -7.33328242812252, -7.33402393389483, -7.33482156403475, -7.33485186260038, -7.33502275534737, -7.33504046773267, -7.3351007378681, -7.33540957217621, -7.33542527341422, -7.33585662597599, -7.33591682811819, -7.33611263670508, -7.33613095139235, -7.33619155555295, -7.33631236660965, -7.33650617264528, -7.33655911467025, -7.3367570201482, -7.33687975163819, -7.33692196989736, -7.33695129069189, -7.33704098680586, -7.33717295306207, -7.33758060173394, -7.33770731332342, 
-7.33711527444803, -7.31631537232469, -7.3172641859213, 37.1811743059292, 37.1809982567044, 37.1809793752112, 37.1808741777223, 37.1802107221813, 37.1796477843497, 37.1792064302801, 37.1789031756921, 37.1787493682084, 37.1787507629517, 37.1789073073417, 37.1792131431197, 37.1795409651685, 37.1795072459799, 37.1793887797664, 37.1793549817846, 37.1792890879944, 37.1791855883983, 37.1791077926594, 37.1790888962228, 37.1790127004371, 37.1789912060013, 37.1789170101517, 37.1789020113828, 37.1788699849642, 
37.1788065920859, 37.1784420949697, 37.1783518511153, 37.17812278126, 37.1781011823121, 37.1777754680861, 37.1775501297982, 37.1775437302317, 37.1775259875486, 37.1775187111349, 37.1774962021792, 37.1768474289589, 37.1768228294988, 37.1762615730412, 37.1761955750568, 37.1759941699878, 37.1759764776531, 37.1759073346033, 37.1757751090505, 37.1755715154893, 37.1755168470108, 37.1753159535403, 37.1751960266579, 37.1751563042395, 37.1751201480793, 37.1750142932904, 37.174769698028, 37.1742447903242, 
37.1741058053182, 37.1637667015446, 37.1645275579149, 37.1811743059292))
"10";"101";207;list(c(-6.81354040768162, -6.83433982031479, -6.83349900823453, -6.81270412955687, -6.81354040768162, 37.115067000519, 37.1143951786144, 37.0977382168589, 37.0984096354673, 37.115067000519))
"11";"89";206;list(c(-6.87678714415254, -6.89758900650839, -6.89673389333286, -6.87593656685118, -6.87678714415254, 37.1296967052817, 37.1290135595833, 37.1123578845575, 37.1130406202535, 37.1296967052817))
"12";"113";202;list(c(-6.74996029396109, -6.7510273073746, -6.75138778260036, -6.75181846818768, -6.75240582048328, -6.75279391314797, -6.75318016547904, -6.75384120340389, -6.75498522112805, -6.75546593230618, -6.7559735131424, -6.75681854729215, -6.75769591193106, -6.75824812749781, -6.75874978903072, -6.75931271331336, -6.76168409134369, -6.76184991606256, -6.76292728103299, -6.76308856333109, -6.76317213164212, -6.77111231380018, -6.77028578530588, -6.74949338765371, -6.74996029396109, 37.0932074825879, 37.0936391928543, 
37.0937997060364, 37.094009796984, 37.0943429933971, 37.0945971830005, 37.0948771445813, 37.0954068276371, 37.0957877465514, 37.0959714505645, 37.0961916409966, 37.0966492970175, 37.0972325116972, 37.0975772645606, 37.0978702314344, 37.0981585260258, 37.0992473652549, 37.0993268145365, 37.0998649914057, 37.0999489105549, 37.0999941738094, 37.0997415627791, 37.0830833349549, 37.0837434463182, 37.0932074825879))
"13";"172";200;list(c(-6.53643653753724, -6.53645808314834, -6.5371634729689, -6.53727994296825, -6.53845778948486, -6.53882505659216, -6.53939328418417, -6.54075747483596, -6.54095262256831, -6.54226393470007, -6.54298846153859, -6.5438797760744, -6.54407733852543, -6.54469731661841, -6.54492221600597, -6.54590268582091, -6.54605880428291, -6.54701597824276, -6.54711666392334, -6.54837853276942, -6.5484243112156, -6.55148433933386, -6.55156169229118, -6.5528841023054, -6.55765822129243, -6.55688152283345, -6.53611419540483, 
-6.53643653753724, 36.9804629971148, 36.9804775973918, 36.980972277595, 36.9810564756676, 36.9819341322797, 36.982150187628, 36.9824367541884, 36.9830754002168, 36.9831714411319, 36.9838491226813, 36.9841704883714, 36.9845412671045, 36.9846278567923, 36.984913744413, 36.9850236236212, 36.9855304019504, 36.9856143372523, 36.9861493146563, 36.9862070289732, 36.9869486979462, 36.9869759145614, 36.9888160379479, 36.9888634656409, 36.9896901190019, 36.9895469543904, 36.9728844319498, 36.9735055533471, 
36.9804629971148))
"14";"77";199;list(c(-6.94066717284943, -6.94128816024753, -6.94134075934668, -6.94196108973876, -6.94246816028047, -6.94249106133488, -6.94284938282048, -6.942915889688, -6.94324703220425, -6.94326133953576, -6.94324010707769, -6.94389855573588, -6.94467047455089, -6.94473177140463, -6.94533989675774, -6.94540951173943, -6.94566987141236, -6.94614234811714, -6.94643972875238, -6.94665371885997, -6.94688845885992, -6.96172993684229, -6.96085978998305, -6.94005551122383, -6.94066717284943, 37.1560612644386, 37.1564021729062, 
37.1564377714608, 37.1569352161072, 37.1575090240909, 37.1575402231591, 37.158130340268, 37.1582661371396, 37.1593555215666, 37.1594655205144, 37.1599637258306, 37.1599838145552, 37.1601021101025, 37.1601154095777, 37.1603126824348, 37.1603276277763, 37.1603893908877, 37.1605122857981, 37.1605977029609, 37.1606651000787, 37.1607469547073, 37.1602509588391, 37.143596655588, 37.14429113487, 37.1560612644386))
"15";"187";195;list(c(-6.493233242102, -6.49337603711497, -6.49481868610281, -6.49554194831861, -6.49571895454322, -6.4960683693721, -6.49678060324558, -6.49685936970814, -6.49696143335886, -6.49706684942778, -6.49876290417974, -6.49956452995141, -6.50062912731134, -6.50103170053133, -6.50119076215956, -6.5019168616646, -6.50279505324849, -6.50288153101971, -6.50422472801136, -6.50425203170414, -6.50558553030018, -6.50574471167281, -6.50644813545679, -6.51457918982299, -6.51381277686902, -6.49305319824507, -6.493233242102, 
36.9453484690442, 36.9454645724622, 36.9466000045077, 36.947310670574, 36.9475300637496, 36.9480372683622, 36.9492657605258, 36.949373264977, 36.9494888344838, 36.9495731698603, 36.9507701705368, 36.9514832145555, 36.9526834738505, 36.953117074419, 36.953270152644, 36.953872655741, 36.9545698345138, 36.9546401327445, 36.9557581905862, 36.9557810908585, 36.9569080486145, 36.9570488680452, 36.9577003999777, 36.9574597227639, 36.9407963340591, 36.9414094693142, 36.9453484690442))
"16";"164";189;list(c(-6.55781967420671, -6.55804789168579, -6.55838829887702, -6.55996942944406, -6.56022269403798, -6.56087007832541, -6.56115152833263, -6.56176261848344, -6.56200554420754, -6.56316480403946, -6.56419796968155, -6.56449305178949, -6.56529474687654, -6.56565806888704, -6.56600334501485, -6.56613026240037, -6.56749679027228, -6.56763914672031, -6.57075536093148, -6.57085161243815, -6.57318875365494, -6.57343721122142, -6.5739375021113, -6.57425031563517, -6.57551896836789, -6.57585729464719, -6.57636290789545, 
-6.57701215199974, -6.57813564769653, -6.57921127378472, -6.57842942149208, -6.55765822129243, -6.55781967420671, 36.9930088788201, 36.9931543879169, 36.9933482557258, 36.9941738122578, 36.9943147969174, 36.9946984808913, 36.9948776746237, 36.9952951577824, 36.9954720279164, 36.9963711860604, 36.9971394197785, 36.9973772432675, 36.9980776081777, 36.9983617087399, 36.9986027413379, 36.9986788784513, 36.9993857613704, 36.9994620906802, 37.0011931174691, 37.0012478888337, 37.0026100317357, 37.0027642470917, 
37.0030946336369, 37.0033187970693, 37.0043045623409, 37.0045325751589, 37.0048139229559, 37.0051243133264, 37.005616392729, 37.0055839192174, 36.9889218336832, 36.9895469543904, 36.9930088788201))
"17";"100";188;list(c(-6.81386899648765, -6.8139268482817, -6.8141450498251, -6.81477791667488, -6.81492876985758, -6.81555703757133, -6.81591343185004, -6.81609672298247, -6.81642311555952, -6.81644879119968, -6.81671328969131, -6.81722728990022, -6.81747945880401, -6.81805971681866, -6.81824510812894, -6.81857459023049, -6.81889711716354, -6.81922269992974, -6.81968159277227, -6.81972494254364, -6.82070409045504, -6.82090417952066, -6.82130019961697, -6.82140309394075, -6.82255950183654, -6.82260659943302, -6.82296762801363, 
-6.82322487813154, -6.82413833150188, -6.82420502789296, -6.82538463429201, -6.82586771133283, -6.8263664420671, -6.82642233941789, -6.82751575002101, -6.82762224422323, -6.82834818582894, -6.82853747541914, -6.82938189109375, -6.8294633869006, -6.83020502120605, -6.83037257516195, -6.83080483312524, -6.83120863403725, -6.83171821338161, -6.83195966547967, -6.83238344670471, -6.83316788816099, -6.83397296330265, -6.83411617586442, -6.83433556981527, -6.83461562555934, -6.83489476173433, -6.83433982031479, 
-6.81354040768162, -6.81386899648765, 37.1216082169074, 37.1216169570765, 37.1216538156212, 37.1217721111516, 37.1218022174537, 37.1219356121803, 37.1220223226828, 37.1220727205608, 37.122172389944, 37.1221810313857, 37.1222290379264, 37.1223057666049, 37.1223349718951, 37.1223870322171, 37.1224063704709, 37.1224455693464, 37.1224922947807, 37.122547992756, 37.1226441951689, 37.1226549954391, 37.1225323196509, 37.1225271205524, 37.1225289008958, 37.1225325010178, 37.1226784872205, 37.1226888868047, 
37.1227890337774, 37.1227674040648, 37.1228198382707, 37.1228284380073, 37.1230977631311, 37.1233161609215, 37.1231527531561, 37.1231408539379, 37.1230055250718, 37.1230015256186, 37.1230148659026, 37.123028965718, 37.1231486763385, 37.1231658756607, 37.1234147205001, 37.1234551580726, 37.1235763300082, 37.1237057583235, 37.1238570652541, 37.1239343038992, 37.1240797976061, 37.1244153049823, 37.1248340870748, 37.1249113166035, 37.1250339114167, 37.1252018869694, 37.1253813482443, 37.1143951786144, 
37.115067000519, 37.1216082169074))
"18";"192";185;list(c(-6.47156921203884, -6.47239898137103, -6.47254423741696, -6.47482412009137, -6.47535144132781, -6.47648629015418, -6.47685665991491, -6.47697066410196, -6.47714893475528, -6.47768782435238, -6.47853812861201, -6.47884348048017, -6.47918916823564, -6.47972260885482, -6.4803991929572, -6.48080932317491, -6.48143091646069, -6.48160973916827, -6.48218173694591, -6.48235419849089, -6.48289590058749, -6.48305975946955, -6.4843383754734, -6.48438715733709, -6.48625462271465, -6.48674748742629, -6.48738914816588, 
-6.4875561748612, -6.48801047662662, -6.48821598100909, -6.48882709016502, -6.48890295934676, -6.48966222326092, -6.49305319824507, -6.49229191697211, -6.4715362143664, -6.47156921203884, 36.9260816915855, 36.9268848045014, 36.9270320178248, 36.9294526004339, 36.929958442605, 36.9309252067733, 36.9311952168706, 36.9312660906041, 36.9313635649101, 36.931627499642, 36.9319595013664, 36.9320889740135, 36.932247567148, 36.9325285321477, 36.9329347152526, 36.9332083817458, 36.9336684636673, 36.9338073281267, 
36.9342733104237, 36.9344207981588, 36.9349071803884, 36.9350617147041, 36.9363287704201, 36.9363778614503, 36.9382864074921, 36.9387245316486, 36.9392489231919, 36.9393920032043, 36.9397999882968, 36.9399963779525, 36.9406182564889, 36.940697392795, 36.9415092762334, 36.9414094693142, 36.9247456512457, 36.9253547996684, 36.9260816915855))
"19";"188";181;list(c(-6.49305319824507, -6.51381277686902, -6.5130469938585, -6.49229191697211, -6.49305319824507, 36.9414094693142, 36.9407963340591, 36.9241328848467, 36.9247456512457, 36.9414094693142))
"20";"88";179;list(c(-6.87704278738961, -6.87739996281073, -6.87754531555917, -6.87892635570643, -6.87901914489932, -6.87990380771404, -6.88013924411501, -6.88071362210643, -6.88087719064723, -6.88331303467487, -6.88343143497028, -6.88410135272451, -6.88422674674424, -6.88498494497157, -6.88539095025602, -6.88596566176956, -6.88657923014929, -6.88764009837019, -6.88817277731249, -6.88903680337943, -6.88945131902662, -6.88963569554651, -6.88982208781575, -6.89026717581234, -6.8903846718507, -6.89050826525026, -6.89052993254286, 
-6.89113376589348, -6.89129705901549, -6.89217237595132, -6.8923187723161, -6.89273542293756, -6.89285244802623, -6.89370532188775, -6.89437203621078, -6.89448233239425, -6.89470952363078, -6.89506036393975, -6.89568432583666, -6.89613499781135, -6.8963654877522, -6.89702131939044, -6.89710996706346, -6.8972155531407, -6.89753353702629, -6.89795964860069, -6.8982702341216, -6.89829280482087, -6.89758900650839, -6.87678714415254, -6.87704278738961, 37.1347000473068, 37.1348178453683, 37.1348678648604, 
37.1353631434045, 37.1353972981849, 37.1357313836808, 37.1358261983587, 37.1360722876756, 37.1361454285164, 37.1372811055166, 37.1373015175642, 37.1374552105268, 37.1374914089946, 37.1377669572849, 37.1379471508096, 37.1380183106652, 37.1381474056024, 37.1384732600846, 37.1386929505404, 37.1391612632842, 37.1393055115115, 37.1393731208188, 37.1394450176963, 37.139638599367, 37.1396957969039, 37.139759880136, 37.1397655297116, 37.1399570898962, 37.140018587227, 37.1404364977593, 37.1405229941367, 
37.1408046623551, 37.1408506336097, 37.1411337081067, 37.1414012893365, 37.1414537870713, 37.1415798829011, 37.1416868866404, 37.1418545950512, 37.1419946816576, 37.142076378122, 37.1423552018299, 37.1423996520056, 37.1424208854717, 37.1424941825184, 37.1426085639297, 37.1427040598526, 37.1427116476974, 37.1290135595833, 37.1296967052817, 37.1347000473068))
"21";"156";178;list(c(-6.57921127378472, -6.59998634565765, -6.5991999790392, -6.57842942149208, -6.57921127378472, 37.0055839192174, 37.0049547950412, 36.9882930876953, 36.9889218336832, 37.0055839192174))
"22";"198";177;list(c(-6.44927719184999, -6.47002452193543, -6.46926960744183, -6.4485267691109, -6.44927719184999, 36.8926310512205, 36.8920262496709, 36.8753618844688, 36.8759663219739, 36.8926310512205))
"23";"80";176;list(c(-6.91953171027386, -6.91971592430357, -6.91984305967454, -6.92052032442529, -6.92075450571321, -6.92113698646468, -6.92138434469943, -6.92191481920615, -6.92216243837216, -6.92268141487015, -6.92287071242113, -6.9232108978626, -6.9233589666335, -6.92380694844333, -6.92398525723746, -6.92457363508154, -6.92470803079912, -6.92539860649805, -6.92554098454077, -6.92621406278356, -6.92638289482195, -6.92681898236927, -6.92701832562869, -6.92758021241762, -6.92778172311428, -6.92809141764969, -6.92823061914546, 
-6.92909500785987, -6.92915158105336, -6.92958817947643, -6.93049719306972, -6.9309190847653, -6.93127746500239, -6.93171652632155, -6.93192041509929, -6.93211249596716, -6.93403319105863, -6.93432314505967, -6.93494051200783, -6.93545666375199, -6.93591724063465, -6.93610943710932, -6.93683491514114, -6.9376280301028, -6.93775492312882, -6.93910890775793, -6.93917250446535, -6.94037321693, -6.94042461499339, -6.94066717284943, -6.94005551122383, -6.91925052102213, -6.91953171027386, 37.1504223954999, 
37.150455075527, 37.1504789723888, 37.1506134672317, 37.1506646386278, 37.1507559349192, 37.1508204061574, 37.1509704998336, 37.1510462911736, 37.151217383816, 37.1512833329153, 37.1514083274983, 37.1514650107506, 37.151643502999, 37.1517180214004, 37.1519756102312, 37.1520365375809, 37.1523605235877, 37.1524297934419, 37.1527691788805, 37.1528580165505, 37.1530973063979, 37.1532123165776, 37.1535529023843, 37.1536814483191, 37.1538892398628, 37.1539860481792, 37.1546090233288, 37.1546504031952, 
37.1549744977633, 37.1549250734938, 37.1549158560348, 37.154919656968, 37.1549391774027, 37.1549551771743, 37.154973138561, 37.1551817332412, 37.155219918788, 37.1553156155243, 37.1554177542944, 37.1555291497574, 37.1555807071875, 37.15543835147, 37.1553827563017, 37.1553816567662, 37.1555129107385, 37.1555260102302, 37.1559056046795, 37.1559281037042, 37.1560612644386, 37.14429113487, 37.1449819734044, 37.1504223954999))
"24";"155";175;list(c(-6.57923540961686, -6.58084135433552, -6.58101130141663, -6.58143598696132, -6.58170716676004, -6.58211595523366, -6.58236301544914, -6.58314759829695, -6.58345026822282, -6.58474078677839, -6.58507073944646, -6.58532446795993, -6.58619416639165, -6.58660668989645, -6.58695968020624, -6.58749355762488, -6.58803745116587, -6.588248767969, -6.58876356603715, -6.5888661997175, -6.58971755525974, -6.58985248850254, -6.59000558136957, -6.59119782050291, -6.59142342476887, -6.59293007953071, -6.59312448453378, 
-6.59464284598119, -6.5949606313455, -6.59525302657087, -6.59561711206333, -6.59624305675191, -6.59706017394617, -6.59801627735293, -6.59885560037601, -6.60027067303928, -6.60045967212762, -6.60064361953123, -6.59998634565765, -6.57921127378472, -6.57923540961686, 37.006098059983, 37.0068013919854, 37.0068791850219, 37.0070821762594, 37.0072210927132, 37.0074450832169, 37.0075891747579, 37.0080756546327, 37.0082784930458, 37.0092122551433, 37.0094182919112, 37.0095653431628, 37.0099582952578, 37.0101656689246, 
37.010362160616, 37.010703073908, 37.0110998582061, 37.011262989385, 37.0116834733827, 37.0117697369867, 37.0125060931558, 37.0126026217603, 37.0126905831911, 37.013250792546, 37.0133631010529, 37.0141565672008, 37.0142640929389, 37.0151453559594, 37.0153453316762, 37.0155445236299, 37.0158177139675, 37.0163347112857, 37.0168873801896, 37.0174852938543, 37.0179634447737, 37.0187257637272, 37.0188174344887, 37.0188707060886, 37.0049547950412, 37.0055839192174, 37.006098059983))
"25";"104";173;list(c(-6.79578833376452, -6.79583507271117, -6.79662166667264, -6.79733633391138, -6.79788614033236, -6.79808023189021, -6.79834983686663, -6.79901657179549, -6.79902545337555, -6.79965204235003, -6.79979849491028, -6.80014507877426, -6.80063179556908, -6.80162781981767, -6.80203323414146, -6.80215987953371, -6.8027103552812, -6.80280723848691, -6.80335291516169, -6.80351509685278, -6.80399767738509, -6.80410528876295, -6.80487904528774, -6.80560186569076, -6.80580297646447, -6.80601156843845, -6.80645356924194, 
-6.80721364044347, -6.80740787439577, -6.80741539068118, -6.80745533897557, -6.8074570577373, -6.80752690002713, -6.80779248934773, -6.80808847317722, -6.80869238082144, -6.80884007315735, -6.80932123553746, -6.80953622524671, -6.80998460014752, -6.81019389127303, -6.81063827986307, -6.81090927037689, -6.81107505426284, -6.81126067447768, -6.8125032402392, -6.81275511534907, -6.81305020046003, -6.81329804604282, -6.81364273463251, -6.81371697002145, -6.81386899648765, -6.81354040768162, -6.79571452738017, 
-6.79578833376452, 37.1156846577582, 37.1157059063768, 37.1159510696758, 37.116130792141, 37.1162968992761, 37.1163657962871, 37.1164690129287, 37.1167433670251, 37.116746096862, 37.11692122122, 37.1169641342035, 37.1170704296517, 37.1172430455266, 37.1176462694834, 37.11777673459, 37.1178190509754, 37.1180098427107, 37.1180443641694, 37.1182441554898, 37.1183062692134, 37.1184993608106, 37.1185436775224, 37.1188714865895, 37.1191474411876, 37.1192285403029, 37.1193172364471, 37.1195282446009, 37.1199331654299, 
37.1200064083781, 37.1200084452747, 37.1200170291252, 37.1200173034304, 37.1200215072678, 37.1200429902784, 37.1200730895446, 37.1201637772799, 37.1201932761367, 37.1203094021873, 37.1203704995999, 37.1205170666015, 37.1205947632247, 37.1207810704192, 37.120908364916, 37.1209929918337, 37.1210490309885, 37.1212858430457, 37.1213392124717, 37.1214081096721, 37.1214713995191, 37.1215670812018, 37.1215852488126, 37.1216082169074, 37.115067000519, 37.1156398640826, 37.1156846577582))
"26";"81";171;list(c(-6.91925052102213, -6.94005551122383, -6.93919061728373, -6.91839016545612, -6.91925052102213, 37.1449819734044, 37.14429113487, 37.127636350541, 37.1283267745412, 37.1449819734044))
